tree_id,center_x,center_y,angle
82,3.7170,-0.7901,0.0000
83,-2.6096,2.8983,0.0000
84,0.4077,-3.8786,0.0000
85,3.9611,0.5567,0.0000
86,-0.9677,3.8812,0.0000
87,-3.7588,-1.3681,0.0000
88,-2.8774,-2.7786,0.0000
89,-0.6946,-3.9392,0.0000
90,2.0000,-3.4641,0.0000
91,3.3170,2.4099,0.0000
92,2.7434,3.0469,0.0000
93,2.7434,-3.0469,0.0000
94,0.1466,4.1974,0.0000
95,-3.3979,2.4687,0.0000
96,-3.8369,1.7083,0.0000
97,-1.8412,-3.7749,0.0000
98,3.3979,-2.4687,0.0000
99,3.8369,-1.7083,0.0000
100,4.1898,-0.2930,0.0000
101,1.6108,3.9869,0.0000
102,-4.2582,0.5984,0.0000
103,-3.4788,-2.5275,0.0000
104,1.0403,-4.1723,0.0000
105,4.1346,1.5049,0.0000
106,2.2000,3.8105,0.0000
107,0.7641,4.3332,0.0000
108,-2.2000,3.8105,0.0000
109,-4.3572,-0.6124,0.0000
110,-0.1570,-4.4973,0.0000
111,4.3257,-1.2404,0.0000
112,-3.0780,3.4185,0.0000
113,-2.5723,-3.8136,0.0000
114,1.7232,-4.2650,0.0000
115,4.6886,0.3279,0.0000
116,3.9858,2.4906,0.0000
117,-0.4913,4.6743,0.0000
118,-1.4524,4.4700,0.0000
119,-4.2937,-1.9117,0.0000
120,-1.1370,-4.5604,0.0000
121,3.4528,3.3344,0.0000
122,-4.0706,2.5436,0.0000
123,-4.5105,1.6417,0.0000
124,-4.8000,0.0000,0.0000
125,2.4000,-4.1569,0.0000
126,3.2118,-3.5671,0.0000
127,4.0706,-2.5436,0.0000
128,4.7102,1.3506,0.0000
129,-3.2787,-3.6414,0.0000
130,0.5122,-4.8732,0.0000
131,4.8523,-0.6819,0.0000
132,2.7960,4.1452,0.0000
133,-4.8907,-1.0396,0.0000
134,-4.0451,-2.9389,0.0000
135,1.2338,4.9485,0.0000
136,-2.8519,4.2281,0.0000
137,-3.6686,3.5428,0.0000
138,-4.9886,1.0603,0.0000
139,4.6591,-2.0744,0.0000
140,1.9480,4.8214,0.0000
141,0.5435,5.1715,0.0000
142,-1.9480,4.8214,0.0000
143,-2.2795,-4.6737,0.0000
144,1.2580,-5.0455,0.0000
145,5.3000,0.0000,0.0000
146,-4.8418,-2.1557,0.0000
147,-1.6378,-5.0406,0.0000
148,-0.5540,-5.2710,0.0000
149,2.9637,-4.3939,0.0000
150,3.8125,-3.6817,0.0000
151,5.2820,1.1227,0.0000
152,4.9331,2.1964,0.0000
153,4.1366,3.4711,0.0000
154,-0.9377,5.3180,0.0000
155,-4.7679,2.5351,0.0000
156,-5.3868,-0.3767,0.0000
157,-3.8844,-3.7512,0.0000
158,-3.0196,-4.4768,0.0000
159,5.1908,-1.4884,0.0000
160,-0.1919,5.4966,0.0000
161,2.0603,-5.0995,0.0000
162,3.4477,4.4129,0.0000
163,-3.4477,4.4129,0.0000
164,-5.2623,1.9153,0.0000
165,-5.5455,0.7794,0.0000
166,-5.3831,-1.5436,0.0000
167,4.5305,-3.2916,0.0000
168,2.4987,5.1231,0.0000
169,-2.4987,5.1231,0.0000
170,-4.3665,3.6639,0.0000
171,-4.6114,-3.3504,0.0000
172,0.1989,-5.6965,0.0000
173,5.7859,0.4046,0.0000
174,5.4502,1.9837,0.0000
175,-1.0072,-5.7119,0.0000
176,3.5708,-4.5705,0.0000
177,5.1211,-2.7229,0.0000
178,5.7436,-0.8072,0.0000
179,1.0245,5.8104,0.0000
180,-1.4273,5.7247,0.0000
181,-5.8426,-0.8211,0.0000
182,-3.6324,-4.6493,0.0000
183,2.5864,-5.3029,0.0000
184,5.0883,3.1795,0.0000
185,-6.0000,0.0000,0.0000
186,-5.2977,-2.8168,0.0000
187,1.0419,-5.9088,0.0000
188,4.3160,-4.1680,0.0000
189,5.9667,1.2683,0.0000
190,4.6729,3.9210,0.0000
191,4.0817,4.5332,0.0000
192,3.0500,5.2828,0.0000
193,-3.0500,5.2828,0.0000
194,-4.0817,4.5332,0.0000
195,-5.1731,3.2325,0.0000
196,-5.8637,1.6814,0.0000
197,-4.3880,-4.2374,0.0000
198,-2.6741,-5.4826,0.0000
199,5.7321,-2.0863,0.0000
