id,x,y,deg
019_9,1.118234,0.407004,165.959998
019_10,0.225582,-0.694271,103.320000
019_11,1.370318,0.610105,333.000004
019_12,1.685883,0.117888,119.880002
019_13,0.775917,1.590865,235.079999
019_14,-1.009177,-0.630604,268.559997
019_15,-0.704260,1.743106,272.159994
019_16,1.263776,1.873625,226.799998
019_17,0.326459,1.851439,288.000004
019_18,-1.004900,0.447410,153.000004
020_0,0.000000,0.000000,0.000000
020_1,-0.441474,0.234736,25.919999
020_2,-0.325908,0.806650,306.000009
020_3,0.671040,0.356798,56.160001
020_4,-0.665140,-0.141380,240.840011
020_5,0.568278,-0.548780,357.479990
020_6,0.499743,1.024625,271.440003
020_7,1.244956,-0.661955,106.919997
020_8,-0.777278,1.152362,296.280005
020_9,1.118234,0.407004,165.959998
020_10,0.225582,-0.694271,103.320000
020_11,1.370318,0.610105,333.000004
020_12,1.381132,1.333744,86.039997
020_13,0.167246,1.591235,265.319996
020_14,-1.043099,-0.651801,272.880006
020_15,-0.832905,1.707709,293.759995
020_16,1.359625,-0.288997,320.759990
020_17,0.745467,1.845096,302.039995
020_18,-1.024265,0.372802,167.039995
020_19,1.502214,1.922746,214.560006
021_0,0.000000,0.000000,0.000000
021_1,-0.441474,0.234736,25.919999
021_2,-0.325908,0.806650,306.000009
021_3,0.671040,0.356798,56.160001
021_4,-0.665140,-0.141380,240.840011
021_5,0.568278,-0.548780,357.479990
021_6,0.499743,1.024625,271.440003
021_7,1.244956,-0.661955,106.919997
021_8,-0.777278,1.152362,296.280005
021_9,1.118234,0.407004,165.959998
021_10,0.225582,-0.694271,103.320000
021_11,1.370318,0.610105,333.000004
021_12,1.381132,1.333744,86.039997
021_13,-0.949529,-0.916949,306.360004
021_14,-1.057388,0.303201,22.680000
021_15,-1.257966,1.397112,317.520010
021_16,1.346711,-0.094171,213.839993
021_17,0.256999,1.457515,295.559993
021_18,-1.109100,-0.155874,163.439999
021_19,1.569937,2.009427,197.279992
021_20,-0.481425,1.930888,239.039991
022_0,0.000000,0.000000,0.000000
022_1,-0.441474,0.234736,25.919999
022_2,-0.325908,0.806650,306.000009
022_3,0.671040,0.356798,56.160001
022_4,-0.665140,-0.141380,240.840011
022_5,0.568278,-0.548780,357.479990
022_6,0.499743,1.024625,271.440003
022_7,1.244956,-0.661955,106.919997
022_8,-0.777278,1.152362,296.280005
022_9,1.118234,0.407004,165.959998
022_10,0.225582,-0.694271,103.320000
022_11,1.370318,0.610105,333.000004
022_12,1.381132,1.333744,86.039997
022_13,-0.949529,-0.916949,306.360004
022_14,1.456444,-0.101844,193.320000
022_15,-1.047775,0.300445,355.319996
022_16,0.275791,-1.106137,242.640009
022_17,-1.280425,-1.236492,261.360004
022_18,-1.197744,1.330229,173.519998
022_19,-1.128906,-0.158657,165.959998
022_20,1.083992,-1.203895,271.799998
022_21,-0.194486,-1.102985,159.120001
023_0,0.000000,0.000000,0.000000
023_1,-0.441474,0.234736,25.919999
023_2,-0.325908,0.806650,306.000009
023_3,0.671040,0.356798,56.160001
023_4,-0.665140,-0.141380,240.840011
023_5,0.568278,-0.548780,357.479990
023_6,0.499743,1.024625,271.440003
023_7,1.244956,-0.661955,106.919997
023_8,-0.777278,1.152362,296.280005
023_9,1.118234,0.407004,165.959998
023_10,0.225582,-0.694271,103.320000
023_11,1.370318,0.610105,333.000004
023_12,1.381132,1.333744,86.039997
023_13,-0.949529,-0.916949,306.360004
023_14,1.456444,-0.101844,193.320000
023_15,1.294615,-1.086311,235.799990
023_16,0.275791,-1.106137,239.400008
023_17,-0.367730,-1.131757,132.120005
023_18,-1.403442,0.402431,240.840011
023_19,-1.248652,1.047744,219.600005
023_20,0.277837,1.575692,69.840002
023_21,-1.089295,-0.153090,144.000002
023_22,-1.138974,-1.457820,18.000000
024_0,0.000000,0.000000,0.000000
024_1,-0.441474,0.234736,25.919999
024_2,-0.325908,0.806650,306.000009
024_3,0.671040,0.356798,56.160001
024_4,-0.665140,-0.141380,240.840011
024_5,0.568278,-0.548780,357.479990
024_6,0.499743,1.024625,271.440003
024_7,1.244956,-0.661955,106.919997
024_8,-0.777278,1.152362,296.280005
024_9,1.118234,0.407004,165.959998
024_10,0.225582,-0.694271,103.320000
024_11,1.370318,0.610105,333.000004
024_12,1.381132,1.333744,86.039997
024_13,-0.949529,-0.916949,306.360004
024_14,1.456444,-0.101844,193.320000
024_15,1.294615,-1.086311,235.799990
024_16,-1.036836,0.220386,9.360000
024_17,-0.990000,1.714730,148.320000
024_18,1.769576,1.708860,196.560001
024_19,1.799792,0.382558,198.719995
024_20,0.833197,-1.235266,83.519998
024_21,0.418525,1.678612,131.400003
024_22,-0.989771,-1.467397,34.560000
024_23,1.863633,-0.829743,194.039991
025_0,0.000000,0.000000,0.000000
025_1,-0.441474,0.234736,25.919999
025_2,-0.325908,0.806650,306.000009
025_3,0.671040,0.356798,56.160001
025_4,-0.665140,-0.141380,240.840011
025_5,0.568278,-0.548780,357.479990
025_6,0.499743,1.024625,271.440003
025_7,1.244956,-0.661955,106.919997
025_8,-0.777278,1.152362,296.280005
025_9,1.118234,0.407004,165.959998
025_10,0.225582,-0.694271,103.320000
025_11,1.370318,0.610105,333.000004
025_12,1.381132,1.333744,86.039997
025_13,-0.949529,-0.916949,306.360004
025_14,1.456444,-0.101844,193.320000
025_15,1.294615,-1.086311,235.799990
025_16,-1.036836,0.220386,9.360000
025_17,-0.990000,1.714730,149.040002
025_18,0.275791,-1.106137,241.560001
025_19,1.755189,1.694966,202.319992
025_20,0.387075,1.552473,52.199998
025_21,-0.364640,-1.122247,128.519998
025_22,1.861704,0.261645,204.480007
025_23,1.854497,-0.825675,201.240005
025_24,-1.004900,-0.447410,36.360001
026_0,0.000000,0.000000,0.000000
026_1,-0.441474,0.234736,25.919999
026_2,-0.325908,0.806650,306.000009
026_3,0.671040,0.356798,56.160001
026_4,-0.665140,-0.141380,240.840011
026_5,0.568278,-0.548780,357.479990
026_6,0.499743,1.024625,271.440003
026_7,1.244956,-0.661955,106.919997
026_8,-0.777278,1.152362,296.280005
026_9,1.118234,0.407004,165.959998
026_10,0.225582,-0.694271,103.320000
026_11,1.370318,0.610105,333.000004
026_12,1.381132,1.333744,86.039997
026_13,-0.949529,-0.916949,306.360004
026_14,1.456444,-0.101844,193.320000
026_15,1.294615,-1.086311,235.799990
026_16,-1.036836,0.220386,9.360000
026_17,-0.990000,1.714730,149.040002
026_18,0.278210,-1.115840,250.199997
026_19,1.719222,1.660234,216.000009
026_20,0.279574,1.585540,73.439999
026_21,-0.133796,-1.272988,106.199995
026_22,-1.124870,-0.239098,151.560001
026_23,1.782483,0.250512,217.800007
026_24,0.562411,1.730923,263.879993
026_25,1.872768,-0.833810,192.239993
027_0,0.000000,0.000000,0.000000
027_1,-0.441474,0.234736,25.919999
027_2,-0.325908,0.806650,306.000009
027_3,0.671040,0.356798,56.160001
027_4,-0.665140,-0.141380,240.840011
027_5,0.568278,-0.548780,357.479990
027_6,0.499743,1.024625,271.440003
027_7,1.244956,-0.661955,106.919997
027_8,-0.777278,1.152362,296.280005
027_9,1.118234,0.407004,165.959998
027_10,0.225582,-0.694271,103.320000
027_11,1.370318,0.610105,333.000004
027_12,1.381132,1.333744,86.039997
027_13,-0.949529,-0.916949,306.360004
027_14,1.456444,-0.101844,193.320000
027_15,1.294615,-1.086311,235.799990
027_16,-1.036836,0.220386,9.360000
027_17,-0.990000,1.714730,149.040002
027_18,0.278210,-1.115840,250.199997
027_19,-1.294812,-1.250385,253.799994
027_20,-1.004900,-0.447410,50.039999
027_21,0.565501,1.740433,123.479998
027_22,-1.443402,-0.642644,160.560004
027_23,-0.404812,-1.245884,241.919997
027_24,-0.584042,1.797497,270.359995
027_25,-1.571647,0.835659,168.479998
027_26,1.706283,1.895019,100.079999
028_0,0.000000,0.000000,0.000000
028_1,-0.441474,0.234736,25.919999
028_2,-0.325908,0.806650,306.000009
028_3,0.671040,0.356798,56.160001
028_4,-0.665140,-0.141380,240.840011
028_5,0.568278,-0.548780,357.479990
028_6,0.499743,1.024625,271.440003
028_7,1.244956,-0.661955,106.919997
028_8,-0.777278,1.152362,296.280005
028_9,1.118234,0.407004,165.959998
028_10,0.225582,-0.694271,103.320000
028_11,1.370318,0.610105,333.000004
028_12,1.381132,1.333744,86.039997
028_13,-0.949529,-0.916949,306.360004
028_14,1.456444,-0.101844,193.320000
028_15,1.294615,-1.086311,235.799990
028_16,-1.036836,0.220386,9.360000
028_17,-0.990000,1.714730,149.040002
028_18,0.278210,-1.115840,250.199997
028_19,-1.294812,-1.250385,253.799994
028_20,-1.415995,-0.630442,323.639996
028_21,0.420944,1.688315,127.440001
028_22,1.783963,1.722753,72.360002
028_23,-0.429534,-1.321969,249.119990
028_24,-0.602583,1.854560,272.159994
028_25,-1.526487,0.953855,187.199993
028_26,0.894277,1.833540,52.559999
028_27,-1.565766,1.738959,164.519995
029_0,0.000000,0.000000,0.000000
029_1,-0.441474,0.234736,25.919999
029_2,-0.325908,0.806650,306.000009
029_3,0.671040,0.356798,56.160001
029_4,-0.665140,-0.141380,240.840011
029_5,0.568278,-0.548780,357.479990
029_6,0.499743,1.024625,271.440003
029_7,1.244956,-0.661955,106.919997
029_8,-0.777278,1.152362,296.280005
029_9,1.118234,0.407004,165.959998
029_10,0.225582,-0.694271,103.320000
029_11,1.370318,0.610105,333.000004
029_12,1.381132,1.333744,86.039997
029_13,-0.949529,-0.916949,306.360004
029_14,1.456444,-0.101844,193.320000
029_15,1.294615,-1.086311,235.799990
029_16,-1.036836,0.220386,9.360000
029_17,-0.990000,1.714730,149.040002
029_18,0.278210,-1.115840,250.199997
029_19,-1.294812,-1.250385,253.799994
029_20,-1.415995,-0.630442,323.639996
029_21,0.309094,1.752958,105.119998
029_22,1.666135,1.850431,202.680008
029_23,0.726737,1.798737,302.399991
029_24,-1.466419,-0.102542,23.040001
029_25,1.809573,0.384637,197.279992
029_26,-0.498359,1.998809,87.840001
029_27,1.854497,-0.825675,196.200006
029_28,-0.420263,-1.293437,239.760003
030_0,0.000000,0.000000,0.000000
030_1,-0.441474,0.234736,25.919999
030_2,-0.325908,0.806650,306.000009
030_3,0.671040,0.356798,56.160001
030_4,-0.665140,-0.141380,240.840011
030_5,0.568278,-0.548780,357.479990
030_6,0.499743,1.024625,271.440003
030_7,1.244956,-0.661955,106.919997
030_8,-0.777278,1.152362,296.280005
030_9,1.118234,0.407004,165.959998
030_10,0.225582,-0.694271,103.320000
030_11,1.370318,0.610105,333.000004
030_12,1.381132,1.333744,86.039997
030_13,-0.949529,-0.916949,306.360004
030_14,1.456444,-0.101844,193.320000
030_15,1.294615,-1.086311,235.799990
030_16,-1.036836,0.220386,9.360000
030_17,-0.990000,1.714730,149.040002
030_18,0.278210,-1.115840,250.199997
030_19,-1.294812,-1.250385,253.799994
030_20,-1.415995,-0.630442,323.639996
030_21,0.309094,1.752958,105.119998
030_22,1.666135,1.850431,200.519993
030_23,-0.410993,-1.264905,243.719995
030_24,-1.518006,0.948555,187.920005
030_25,-1.545310,1.977907,188.280001
030_26,0.832905,1.707709,41.759999
030_27,-0.229963,2.187948,143.639996
030_28,1.799792,0.382558,202.319992
030_29,-1.506322,-0.105332,28.440001
031_0,0.000000,0.000000,0.000000
031_1,-0.441474,0.234736,25.919999
031_2,-0.325908,0.806650,306.000009
031_3,0.671040,0.356798,56.160001
031_4,-0.665140,-0.141380,240.840011
031_5,0.568278,-0.548780,357.479990
031_6,0.499743,1.024625,271.440003
031_7,1.244956,-0.661955,106.919997
031_8,-0.777278,1.152362,296.280005
031_9,1.118234,0.407004,165.959998
031_10,0.225582,-0.694271,103.320000
031_11,1.370318,0.610105,333.000004
031_12,1.381132,1.333744,86.039997
031_13,-0.949529,-0.916949,306.360004
031_14,1.456444,-0.101844,193.320000
031_15,1.294615,-1.086311,235.799990
031_16,-1.036836,0.220386,9.360000
031_17,-0.990000,1.714730,149.040002
031_18,0.278210,-1.115840,250.199997
031_19,-1.294812,-1.250385,253.799994
031_20,-1.415995,-0.630442,323.639996
031_21,0.309094,1.752958,105.119998
031_22,1.666135,1.850431,200.519993
031_23,-0.364640,-1.122247,213.839993
031_24,-1.553027,0.691452,171.719999
031_25,-1.647288,1.590768,178.200002
031_26,1.040000,1.801333,67.320002
031_27,-1.618034,-1.175571,138.240001
031_28,-0.716919,2.206451,197.279992
031_29,-1.848699,-0.392953,1.440000
031_30,-1.711539,2.190670,218.519998
032_0,0.000000,0.000000,0.000000
032_1,-0.441474,0.234736,25.919999
032_2,-0.325908,0.806650,306.000009
032_3,0.671040,0.356798,56.160001
032_4,-0.665140,-0.141380,240.840011
032_5,0.568278,-0.548780,357.479990
032_6,0.499743,1.024625,271.440003
032_7,1.244956,-0.661955,106.919997
032_8,-0.777278,1.152362,296.280005
032_9,1.118234,0.407004,165.959998
032_10,0.225582,-0.694271,103.320000
032_11,1.370318,0.610105,333.000004
032_12,1.381132,1.333744,86.039997
032_13,-0.949529,-0.916949,306.360004
032_14,1.456444,-0.101844,193.320000
032_15,1.294615,-1.086311,235.799990
032_16,-1.036836,0.220386,9.360000
032_17,-0.990000,1.714730,149.040002
032_18,0.278210,-1.115840,250.199997
032_19,-1.294812,-1.250385,253.799994
032_20,-1.415995,-0.630442,323.639996
032_21,0.309094,1.752958,105.119998
032_22,1.666135,1.850431,200.519993
032_23,-0.364640,-1.122247,213.839993
032_24,2.050000,0.000000,54.719998
032_25,1.070000,1.853294,124.920001
032_26,1.323672,-1.694223,102.240003
032_27,-1.475499,0.207368,154.800003
032_28,-1.514527,1.938506,140.039999
032_29,-0.605673,1.864071,281.520002
032_30,-1.461673,0.650779,41.400001
032_31,-1.783963,-1.722753,270.719991
033_0,0.000000,0.000000,0.000000
033_1,-0.441474,0.234736,25.919999
033_2,-0.325908,0.806650,306.000009
033_3,0.671040,0.356798,56.160001
033_4,-0.665140,-0.141380,240.840011
033_5,0.568278,-0.548780,357.479990
033_6,0.499743,1.024625,271.440003
033_7,1.244956,-0.661955,106.919997
033_8,-0.777278,1.152362,296.280005
033_9,1.118234,0.407004,165.959998
033_10,0.225582,-0.694271,103.320000
033_11,1.370318,0.610105,333.000004
033_12,1.381132,1.333744,86.039997
033_13,-0.949529,-0.916949,306.360004
033_14,1.456444,-0.101844,193.320000
033_15,1.294615,-1.086311,235.799990
033_16,-1.036836,0.220386,9.360000
033_17,-0.990000,1.714730,149.040002
033_18,0.278210,-1.115840,250.199997
033_19,-1.294812,-1.250385,253.799994
033_20,-1.415995,-0.630442,323.639996
033_21,0.309094,1.752958,105.119998
033_22,1.666135,1.850431,200.519993
033_23,-0.364640,-1.122247,213.839993
033_24,2.050000,0.000000,54.719998
033_25,1.836226,-0.817541,208.080003
033_26,2.092586,1.112648,197.279992
033_27,0.951265,1.950383,138.960003
033_28,-1.647288,-1.590768,235.439994
033_29,0.420944,-1.688315,244.440007
033_30,1.348299,-1.725744,66.240000
033_31,-1.553027,0.691452,170.999998
033_32,-1.611321,1.556035,333.360000
034_0,0.000000,0.000000,0.000000
034_1,-0.441474,0.234736,25.919999
034_2,-0.325908,0.806650,306.000009
034_3,0.671040,0.356798,56.160001
034_4,-0.665140,-0.141380,240.840011
034_5,0.568278,-0.548780,357.479990
034_6,0.499743,1.024625,271.440003
034_7,1.244956,-0.661955,106.919997
034_8,-0.777278,1.152362,296.280005
034_9,1.118234,0.407004,165.959998
034_10,0.225582,-0.694271,103.320000
034_11,1.370318,0.610105,333.000004
034_12,1.381132,1.333744,86.039997
034_13,-0.949529,-0.916949,306.360004
034_14,1.456444,-0.101844,193.320000
034_15,1.294615,-1.086311,235.799990
034_16,-1.036836,0.220386,9.360000
034_17,-0.990000,1.714730,149.040002
034_18,0.278210,-1.115840,250.199997
034_19,-1.294812,-1.250385,253.799994
034_20,-1.415995,-0.630442,323.639996
034_21,0.309094,1.752958,105.119998
034_22,1.666135,1.850431,200.519993
034_23,-0.364640,-1.122247,213.839993
034_24,2.050000,0.000000,54.719998
034_25,1.836226,-0.817541,208.080003
034_26,-1.526487,0.953855,184.680004
034_27,1.323672,-1.694223,98.280001
034_28,0.726737,1.798737,274.320009
034_29,-1.754242,-1.471984,228.959992
034_30,-0.454813,1.824156,60.840000
034_31,-1.545310,1.977907,185.039999
034_32,1.951361,0.559544,341.640000
034_33,-1.536249,-0.107425,31.680000
035_0,0.000000,0.000000,0.000000
035_1,-0.441474,0.234736,25.919999
035_2,-0.325908,0.806650,306.000009
035_3,0.671040,0.356798,56.160001
035_4,-0.665140,-0.141380,240.840011
035_5,0.568278,-0.548780,357.479990
035_6,0.499743,1.024625,271.440003
035_7,1.244956,-0.661955,106.919997
035_8,-0.777278,1.152362,296.280005
035_9,1.118234,0.407004,165.959998
035_10,0.225582,-0.694271,103.320000
035_11,1.370318,0.610105,333.000004
035_12,1.381132,1.333744,86.039997
035_13,-0.949529,-0.916949,306.360004
035_14,1.456444,-0.101844,193.320000
035_15,1.294615,-1.086311,235.799990
035_16,-1.036836,0.220386,9.360000
035_17,-0.990000,1.714730,149.040002
035_18,0.278210,-1.115840,250.199997
035_19,-1.294812,-1.250385,253.799994
035_20,-1.415995,-0.630442,323.639996
035_21,0.309094,1.752958,105.119998
035_22,1.666135,1.850431,200.519993
035_23,-0.364640,-1.122247,213.839993
035_24,2.050000,0.000000,54.719998
035_25,1.836226,-0.817541,208.080003
035_26,-1.526487,0.953855,184.680004
035_27,0.546960,-1.683370,112.679998
035_28,0.730483,1.808009,290.519993
035_29,-1.647288,-1.590768,236.520002
035_30,1.652753,-1.835568,81.359999
035_31,-1.733048,1.924745,206.280005
035_32,1.941749,0.556787,339.480007
035_33,-1.685883,-0.117888,3.240000
035_34,-1.746979,-1.091634,1.440000
036_0,0.000000,0.000000,0.000000
036_1,-0.441474,0.234736,25.919999
036_2,-0.325908,0.806650,306.000009
036_3,0.671040,0.356798,56.160001
036_4,-0.665140,-0.141380,240.840011
036_5,0.568278,-0.548780,357.479990
036_6,0.499743,1.024625,271.440003
036_7,1.244956,-0.661955,106.919997
036_8,-0.777278,1.152362,296.280005
036_9,1.118234,0.407004,165.959998
036_10,0.225582,-0.694271,103.320000
036_11,1.370318,0.610105,333.000004
036_12,1.381132,1.333744,86.039997
036_13,-0.949529,-0.916949,306.360004
036_14,1.456444,-0.101844,193.320000
036_15,1.294615,-1.086311,235.799990
036_16,-1.036836,0.220386,9.360000
036_17,-0.990000,1.714730,149.040002
036_18,0.278210,-1.115840,250.199997
036_19,-1.294812,-1.250385,253.799994
036_20,-1.415995,-0.630442,323.639996
036_21,0.309094,1.752958,105.119998
036_22,1.666135,1.850431,200.519993
036_23,-0.364640,-1.122247,213.839993
036_24,2.050000,0.000000,54.719998
036_25,1.836226,-0.817541,208.080003
036_26,-1.526487,0.953855,184.680004
036_27,0.546960,-1.683370,112.679998
036_28,0.985000,-1.706070,248.040004
036_29,-1.647288,-1.590768,231.120007
036_30,1.963798,-1.896417,54.719998
036_31,1.891039,0.841945,225.359995
036_32,0.730483,1.808009,291.959996
036_33,-1.783963,1.722753,303.120003
036_34,-1.576151,-0.110215,21.960000
036_35,2.206208,1.851228,203.399999
037_0,0.000000,0.000000,0.000000
037_1,-0.441474,0.234736,25.919999
037_2,-0.325908,0.806650,306.000009
037_3,0.671040,0.356798,56.160001
037_4,-0.665140,-0.141380,240.840011
037_5,0.568278,-0.548780,357.479990
037_6,0.499743,1.024625,271.440003
037_7,1.244956,-0.661955,106.919997
037_8,-0.777278,1.152362,296.280005
037_9,1.118234,0.407004,165.959998
037_10,0.225582,-0.694271,103.320000
037_11,1.370318,0.610105,333.000004
037_12,1.381132,1.333744,86.039997
037_13,-0.949529,-0.916949,306.360004
037_14,1.456444,-0.101844,193.320000
037_15,1.294615,-1.086311,235.799990
037_16,-1.036836,0.220386,9.360000
037_17,-0.990000,1.714730,149.040002
037_18,0.278210,-1.115840,250.199997
037_19,-1.294812,-1.250385,253.799994
037_20,-1.415995,-0.630442,323.639996
037_21,0.309094,1.752958,105.119998
037_22,1.666135,1.850431,200.519993
037_23,-0.364640,-1.122247,213.839993
037_24,2.050000,0.000000,54.719998
037_25,1.836226,-0.817541,208.080003
037_26,-1.526487,0.953855,184.680004
037_27,0.546960,-1.683370,112.679998
037_28,0.985000,-1.706070,248.040004
037_29,-1.719222,-1.660234,247.680008
037_30,2.014151,-1.945043,47.159999
037_31,-0.685530,-1.696746,229.320009
037_32,-1.913444,1.847791,230.039999
037_33,0.704260,1.743106,307.800007
037_34,-0.454813,1.824156,57.959999
037_35,-1.590000,0.000000,149.040002
037_36,2.074927,1.103258,192.600009
038_0,0.000000,0.000000,0.000000
038_1,-0.441474,0.234736,25.919999
038_2,-0.325908,0.806650,306.000009
