id,x,y,deg
012_11,-1.170306,-0.731289,121.680000
013_0,0.000000,0.000000,105.480005
013_1,0.221018,0.547038,99.000002
013_2,-0.595526,0.661399,44.280001
013_3,-1.158614,-0.162833,240.479994
013_4,0.121253,1.153645,140.039999
013_5,-1.059537,0.563366,137.879995
013_6,-1.402713,1.354584,174.239999
013_7,0.332457,-0.425526,113.760005
013_8,-1.452537,-0.646711,126.360004
013_9,-0.398632,1.226863,64.800003
013_10,-1.700000,0.000000,153.000004
013_11,-1.790549,0.797204,146.879997
013_12,-0.480000,-0.831384,66.240000
014_0,0.000000,0.000000,105.480005
014_1,0.221018,0.547038,99.000002
014_2,-0.595526,0.661399,44.280001
014_3,-1.158614,-0.162833,240.479994
014_4,0.121253,1.153645,140.039999
014_5,-1.059537,0.563366,137.879995
014_6,-1.402713,1.354584,174.239999
014_7,0.332457,-0.425526,113.760005
014_8,-1.452537,-0.646711,126.360004
014_9,-1.723066,0.242161,38.520000
014_10,-1.805591,-0.126259,164.880002
014_11,-0.695896,-0.772871,119.160000
014_12,-1.998272,1.451830,201.240005
014_13,-0.392452,1.207842,56.160001
015_0,0.000000,0.000000,105.480005
015_1,0.221018,0.547038,99.000002
015_2,-0.595526,0.661399,44.280001
015_3,-1.158614,-0.162833,240.479994
015_4,0.121253,1.153645,140.039999
015_5,-1.059537,0.563366,137.879995
015_6,-1.402713,1.354584,174.239999
015_7,0.332457,-0.425526,113.760005
015_8,-1.452537,-0.646711,126.360004
015_9,-1.723066,0.242161,38.520000
015_10,-1.775664,-0.124167,150.840000
015_11,-0.784080,-0.757178,123.840004
015_12,-1.998272,1.451830,207.720008
015_13,-0.520703,1.288786,49.319998
015_14,0.387075,1.552473,203.040004
016_0,0.000000,0.000000,105.480005
016_1,0.221018,0.547038,99.000002
016_2,-0.595526,0.661399,44.280001
016_3,-1.158614,-0.162833,240.479994
016_4,0.121253,1.153645,140.039999
016_5,-1.059537,0.563366,137.879995
016_6,-1.402713,1.354584,174.239999
016_7,0.332457,-0.425526,113.760005
016_8,-0.404812,1.245884,69.840002
016_9,-1.498215,-0.667048,23.040001
016_10,-0.736044,-0.817459,100.079999
016_11,0.690000,1.195115,57.959999
016_12,0.495134,0.069587,210.239997
016_13,0.805646,0.503423,344.880002
016_14,0.671071,-0.858932,224.640005
016_15,-0.112891,-1.074084,113.040004
017_0,0.000000,0.000000,105.480005
017_1,0.221018,0.547038,99.000002
017_2,-0.595526,0.661399,44.280001
017_3,-1.158614,-0.162833,240.479994
017_4,0.121253,1.153645,140.039999
017_5,-1.059537,0.563366,137.879995
017_6,-1.402713,1.354584,174.239999
017_7,0.332457,-0.425526,113.760005
017_8,-0.404812,1.245884,69.840002
017_9,-1.409539,-0.513030,53.640001
017_10,-0.841628,-0.812750,98.280001
017_11,0.644406,1.321227,69.480001
017_12,0.719340,-0.694658,140.760001
017_13,0.511585,0.227773,202.319992
017_14,-1.806342,-1.128728,264.240010
017_15,-1.776019,0.646418,155.879999
017_16,-0.512894,-1.051589,239.039991
018_0,0.000000,0.000000,105.480005
018_1,0.221018,0.547038,99.000002
018_2,-0.595526,0.661399,44.280001
018_3,-1.158614,-0.162833,240.479994
018_4,0.121253,1.153645,140.039999
018_5,-1.059537,0.563366,137.879995
018_6,-1.402713,1.354584,174.239999
018_7,0.332457,-0.425526,113.760005
018_8,-0.404812,1.245884,69.840002
018_9,-1.409539,-0.513030,53.640001
018_10,-1.719637,0.625897,142.920005
018_11,-1.855897,1.792219,176.400003
018_12,0.474167,1.901780,133.200002
018_13,-0.745467,1.845096,90.720001
018_14,-0.322986,1.831742,306.719999
018_15,0.728115,0.529007,138.599997
018_16,0.460766,1.140436,317.520010
018_17,0.628465,-0.043947,204.119990
019_0,0.000000,0.000000,105.480005
019_1,0.221018,0.547038,99.000002
019_2,-0.595526,0.661399,44.280001
019_3,-1.158614,-0.162833,240.479994
019_4,0.121253,1.153645,140.039999
019_5,-1.059537,0.563366,137.879995
019_6,-1.402713,1.354584,174.239999
019_7,0.332457,-0.425526,113.760005
019_8,-0.404812,1.245884,69.840002
019_9,-1.409539,-0.513030,53.640001
019_10,-1.719637,0.625897,142.920005
019_11,-0.058980,1.688970,234.720004
019_12,-1.539000,1.709233,65.879999
019_13,-1.909280,1.387173,139.680004
019_14,-0.741721,1.835824,295.199997
019_15,-1.879385,-0.684040,80.999998
019_16,-2.376899,0.505225,153.000004
019_17,-2.402780,1.745722,175.680002
019_18,-0.722661,-0.802596,105.119998
020_0,0.000000,0.000000,105.480005
020_1,0.221018,0.547038,99.000002
020_2,-0.595526,0.661399,44.280001
020_3,-1.158614,-0.162833,240.479994
020_4,0.121253,1.153645,140.039999
020_5,-1.059537,0.563366,137.879995
020_6,-1.402713,1.354584,174.239999
020_7,0.332457,-0.425526,113.760005
020_8,-0.404812,1.245884,69.840002
020_9,-1.409539,-0.513030,53.640001
020_10,-1.719637,0.625897,142.920005
020_11,-0.058980,1.688970,234.720004
020_12,-0.457232,1.833859,82.080000
020_13,-1.646061,1.828136,153.000004
020_14,0.217419,2.068606,282.239993
020_15,-1.230000,2.130422,77.040001
020_16,0.794653,0.422524,129.960001
020_17,1.057430,1.021148,87.840001
020_18,1.060000,1.835974,100.800000
020_19,0.769694,-0.743284,12.240001
021_0,0.000000,0.000000,105.480005
021_1,0.221018,0.547038,99.000002
021_2,-0.595526,0.661399,44.280001
021_3,-1.158614,-0.162833,240.479994
021_4,0.121253,1.153645,140.039999
021_5,-1.059537,0.563366,137.879995
021_6,-1.402713,1.354584,174.239999
021_7,0.332457,-0.425526,113.760005
021_8,-0.404812,1.245884,69.840002
021_9,-1.409539,-0.513030,53.640001
021_10,-1.719637,0.625897,142.920005
021_11,-0.058980,1.688970,234.720004
021_12,-0.457232,1.833859,82.080000
021_13,-1.619296,1.798410,115.919999
021_14,0.485231,-0.068195,329.400008
021_15,0.674292,1.668931,30.960001
021_16,-0.766362,2.358620,117.719997
021_17,-1.831784,1.144626,121.320004
021_18,-1.616067,2.395919,112.679998
021_19,0.769452,2.368131,66.960002
021_20,0.627975,0.803771,329.039991
022_0,0.000000,0.000000,105.480005
022_1,0.221018,0.547038,99.000002
022_2,-0.595526,0.661399,44.280001
022_3,-1.158614,-0.162833,240.479994
022_4,0.121253,1.153645,140.039999
022_5,-1.059537,0.563366,137.879995
022_6,-1.402713,1.354584,174.239999
022_7,0.332457,-0.425526,113.760005
022_8,-0.404812,1.245884,69.840002
022_9,-1.409539,-0.513030,53.640001
022_10,-1.719637,0.625897,142.920005
022_11,-0.058980,1.688970,234.720004
022_12,-0.457232,1.833859,82.080000
022_13,-1.619296,1.798410,115.919999
022_14,-2.239740,-0.642235,249.840002
022_15,-2.307028,0.661530,346.320004
022_16,-2.351756,1.973358,167.039995
022_17,-2.350000,0.000000,144.720004
022_18,-0.603928,-0.895361,93.240001
022_19,-2.678124,0.974757,17.640000
022_20,-2.800284,-1.019220,262.439990
022_21,-0.196222,-1.112833,297.359991
023_0,0.000000,0.000000,105.480005
023_1,0.221018,0.547038,99.000002
023_2,-0.595526,0.661399,44.280001
023_3,-1.158614,-0.162833,240.479994
023_4,0.121253,1.153645,140.039999
023_5,-1.059537,0.563366,137.879995
023_6,-1.402713,1.354584,174.239999
023_7,0.332457,-0.425526,113.760005
023_8,-0.404812,1.245884,69.840002
023_9,-1.409539,-0.513030,53.640001
023_10,-1.719637,0.625897,142.920005
023_11,-0.058980,1.688970,234.720004
023_12,-0.457232,1.833859,82.080000
023_13,-1.619296,1.798410,115.919999
023_14,-2.239740,-0.642235,249.840002
023_15,-1.865706,1.165822,128.519998
023_16,-2.179600,2.104815,138.960003
023_17,-2.370000,0.000000,137.879995
023_18,0.380290,2.156729,87.480000
023_19,-0.787993,2.425194,131.039997
023_20,-2.875754,0.611260,257.399991
023_21,-1.871611,2.395553,275.399995
023_22,-2.780741,2.333319,184.680004
024_0,0.000000,0.000000,105.480005
024_1,0.221018,0.547038,99.000002
024_2,-0.595526,0.661399,44.280001
024_3,-1.158614,-0.162833,240.479994
024_4,0.121253,1.153645,140.039999
024_5,-1.059537,0.563366,137.879995
024_6,-1.402713,1.354584,174.239999
024_7,0.332457,-0.425526,113.760005
024_8,-0.404812,1.245884,69.840002
024_9,-1.409539,-0.513030,53.640001
024_10,-1.719637,0.625897,142.920005
024_11,-0.058980,1.688970,234.720004
024_12,-0.457232,1.833859,82.080000
024_13,-1.619296,1.798410,115.919999
024_14,-2.239740,-0.642235,249.840002
024_15,-1.865706,1.165822,128.519998
024_16,-2.186793,2.111761,136.079997
024_17,-2.360000,0.000000,160.199997
024_18,0.432384,2.452171,137.520000
024_19,-2.463424,1.309826,161.999996
024_20,0.451052,0.164170,218.879993
024_21,-0.763272,2.349110,293.759995
024_22,0.481425,1.930888,211.680000
024_23,-1.450000,2.511474,126.719999
025_0,0.000000,0.000000,105.480005
025_1,0.221018,0.547038,99.000002
025_2,-0.595526,0.661399,44.280001
025_3,-1.158614,-0.162833,240.479994
025_4,0.121253,1.153645,140.039999
025_5,-1.059537,0.563366,137.879995
025_6,-1.402713,1.354584,174.239999
025_7,0.332457,-0.425526,113.760005
025_8,-0.404812,1.245884,69.840002
025_9,-1.409539,-0.513030,53.640001
025_10,-1.719637,0.625897,142.920005
025_11,-0.058980,1.688970,234.720004
025_12,-0.457232,1.833859,82.080000
025_13,-1.619296,1.798410,115.919999
025_14,-2.239740,-0.642235,249.840002
025_15,-1.865706,1.165822,128.519998
025_16,-2.186793,2.111761,136.079997
025_17,0.232053,2.207839,208.800015
025_18,-0.709278,-0.787734,112.680008
025_19,-2.320000,0.000000,154.440007
025_20,-1.295000,2.243006,260.280018
025_21,-2.861875,0.402210,268.200023
025_22,-2.780741,2.333319,167.760007
025_23,-2.525230,1.342689,139.680004
025_24,-2.893398,-0.829668,240.120020
026_0,0.000000,0.000000,105.480005
026_1,0.221018,0.547038,99.000002
026_2,-0.595526,0.661399,44.280001
026_3,-1.158614,-0.162833,240.479994
026_4,0.121253,1.153645,140.039999
026_5,-1.059537,0.563366,137.879995
026_6,-1.402713,1.354584,174.239999
026_7,0.332457,-0.425526,113.760005
026_8,-0.404812,1.245884,69.840002
026_9,-1.409539,-0.513030,53.640001
026_10,-1.719637,0.625897,142.920005
026_11,-0.058980,1.688970,234.720004
026_12,-0.457232,1.833859,82.080000
026_13,-1.619296,1.798410,115.919999
026_14,-2.239740,-0.642235,249.840002
026_15,-1.865706,1.165822,128.519998
026_16,-2.186793,2.111761,136.079997
026_17,0.232053,2.207839,208.800015
026_18,-2.384178,0.166718,135.000000
026_19,-0.800354,2.463236,134.640005
026_20,-1.255111,-0.784281,252.359991
026_21,-2.914210,1.297490,263.879993
026_22,-2.758821,0.791079,155.159998
026_23,-2.757760,2.314035,137.160004
026_24,-1.742322,2.230070,299.880002
026_25,-2.584155,-0.940555,45.360001
027_0,0.000000,0.000000,105.480005
027_1,0.221018,0.547038,99.000002
027_2,-0.595526,0.661399,44.280001
027_3,-1.158614,-0.162833,240.479994
027_4,0.121253,1.153645,140.039999
027_5,-1.059537,0.563366,137.879995
027_6,-1.402713,1.354584,174.239999
027_7,0.332457,-0.425526,113.760005
027_8,-0.404812,1.245884,69.840002
027_9,-1.409539,-0.513030,53.640001
027_10,-1.719637,0.625897,142.920005
027_11,-0.058980,1.688970,234.720004
027_12,-0.457232,1.833859,82.080000
027_13,-1.619296,1.798410,115.919999
027_14,-2.239740,-0.642235,249.840002
027_15,-1.865706,1.165822,128.519998
027_16,-2.186793,2.111761,136.079997
027_17,0.232053,2.207839,208.800015
027_18,-2.384178,0.166718,135.000000
027_19,-2.584155,0.940555,31.680000
027_20,-0.715970,-0.795165,108.360000
027_21,0.408321,-1.010630,108.719995
027_22,-1.235000,2.139083,80.280002
027_23,-2.546567,-0.926875,118.080003
027_24,-2.788402,2.339747,173.519998
027_25,-2.992692,0.209269,0.000000
027_26,-3.022476,-0.642447,21.600000
028_0,0.000000,0.000000,105.480005
028_1,0.221018,0.547038,99.000002
028_2,-0.595526,0.661399,44.280001
028_3,-1.158614,-0.162833,240.479994
028_4,0.121253,1.153645,140.039999
028_5,-1.059537,0.563366,137.879995
028_6,-1.402713,1.354584,174.239999
028_7,0.332457,-0.425526,113.760005
028_8,-0.404812,1.245884,69.840002
028_9,-1.409539,-0.513030,53.640001
028_10,-1.719637,0.625897,142.920005
028_11,-0.058980,1.688970,234.720004
028_12,-0.457232,1.833859,82.080000
028_13,-1.619296,1.798410,115.919999
028_14,-2.239740,-0.642235,249.840002
028_15,-1.865706,1.165822,128.519998
028_16,-2.186793,2.111761,136.079997
028_17,0.232053,2.207839,208.800015
028_18,-2.384178,0.166718,135.000000
028_19,-2.584155,0.940555,31.680000
028_20,-2.618397,2.528556,174.600005
028_21,-0.766362,2.358620,117.719997
028_22,-0.722661,-0.802596,106.560001
028_23,0.681780,0.572081,147.240003
028_24,-0.093182,2.668374,165.600003
028_25,0.784903,2.415684,60.119998
028_26,0.668368,-0.046737,204.840002
028_27,-1.754635,2.245831,315.359995
029_0,0.000000,0.000000,105.480005
029_1,0.221018,0.547038,99.000002
029_2,-0.595526,0.661399,44.280001
029_3,-1.158614,-0.162833,240.479994
029_4,0.121253,1.153645,140.039999
029_5,-1.059537,0.563366,137.879995
029_6,-1.402713,1.354584,174.239999
029_7,0.332457,-0.425526,113.760005
029_8,-0.404812,1.245884,69.840002
029_9,-1.409539,-0.513030,53.640001
029_10,-1.719637,0.625897,142.920005
029_11,-0.058980,1.688970,234.720004
029_12,-0.457232,1.833859,82.080000
029_13,-1.619296,1.798410,115.919999
029_14,-2.239740,-0.642235,249.840002
029_15,-1.865706,1.165822,128.519998
029_16,-2.186793,2.111761,136.079997
029_17,0.232053,2.207839,208.800015
029_18,-2.384178,0.166718,135.000000
029_19,-2.584155,0.940555,31.680000
029_20,-2.618397,2.528556,174.600005
029_21,-1.030168,2.549756,154.080001
029_22,-0.085504,2.448508,113.040004
029_23,0.674119,0.565653,145.079999
029_24,-1.600000,2.771281,194.039991
029_25,0.662866,2.658610,87.480000
029_26,0.628465,-0.043947,202.319992
029_27,-2.874172,-0.824156,314.280009
029_28,-0.474060,2.688525,67.679998
030_0,0.000000,0.000000,105.480005
030_1,0.221018,0.547038,99.000002
030_2,-0.595526,0.661399,44.280001
030_3,-1.158614,-0.162833,240.479994
030_4,0.121253,1.153645,140.039999
030_5,-1.059537,0.563366,137.879995
030_6,-1.402713,1.354584,174.239999
030_7,0.332457,-0.425526,113.760005
030_8,-0.404812,1.245884,69.840002
030_9,-1.409539,-0.513030,53.640001
030_10,-1.719637,0.625897,142.920005
030_11,-0.058980,1.688970,234.720004
030_12,-0.457232,1.833859,82.080000
030_13,-1.619296,1.798410,115.919999
030_14,-2.239740,-0.642235,249.840002
030_15,-1.865706,1.165822,128.519998
030_16,-2.186793,2.111761,136.079997
030_17,0.232053,2.207839,208.800015
030_18,-2.384178,0.166718,135.000000
030_19,-2.584155,0.940555,31.680000
030_20,-2.618397,2.528556,174.600005
030_21,-1.030168,2.549756,154.080001
030_22,-0.261321,2.486305,121.320004
030_23,-0.970820,-0.705342,128.160002
030_24,0.511585,0.227773,200.880010
030_25,-1.532189,2.271563,66.960002
030_26,0.469057,0.961710,218.879993
030_27,-2.678124,-0.974757,346.320004
030_28,0.787993,2.425194,65.879999
030_29,0.512894,-1.051589,322.920005
031_0,0.000000,0.000000,105.480005
031_1,0.221018,0.547038,99.000002
031_2,-0.595526,0.661399,44.280001
031_3,-1.158614,-0.162833,240.479994
031_4,0.121253,1.153645,140.039999
031_5,-1.059537,0.563366,137.879995
031_6,-1.402713,1.354584,174.239999
031_7,0.332457,-0.425526,113.760005
031_8,-0.404812,1.245884,69.840002
031_9,-1.409539,-0.513030,53.640001
031_10,-1.719637,0.625897,142.920005
031_11,-0.058980,1.688970,234.720004
031_12,-0.457232,1.833859,82.080000
031_13,-1.619296,1.798410,115.919999
031_14,-2.239740,-0.642235,249.840002
031_15,-1.865706,1.165822,128.519998
031_16,-2.186793,2.111761,136.079997
031_17,0.232053,2.207839,208.800015
031_18,-2.384178,0.166718,135.000000
031_19,-2.584155,0.940555,31.680000
031_20,-2.618397,2.528556,174.600005
031_21,-1.030168,2.549756,154.080001
031_22,-0.261321,2.486305,121.320004
031_23,-1.902394,2.434953,303.479998
031_24,-2.905098,-0.617498,231.120007
031_25,0.796265,-0.884342,95.399995
031_26,0.681780,0.572081,144.359998
031_27,0.791084,2.434705,67.320002
031_28,-0.609520,-0.903651,249.119990
031_29,-1.297514,-0.810776,229.680004
031_30,0.680000,0.000000,200.880010
032_0,0.000000,0.000000,105.480005
032_1,0.221018,0.547038,99.000002
032_2,-0.595526,0.661399,44.280001
032_3,-1.158614,-0.162833,240.479994
032_4,0.121253,1.153645,140.039999
032_5,-1.059537,0.563366,137.879995
032_6,-1.402713,1.354584,174.239999
032_7,0.332457,-0.425526,113.760005
032_8,-0.404812,1.245884,69.840002
032_9,-1.409539,-0.513030,53.640001
032_10,-1.719637,0.625897,142.920005
032_11,-0.058980,1.688970,234.720004
032_12,-0.457232,1.833859,82.080000
032_13,-1.619296,1.798410,115.919999
032_14,-2.239740,-0.642235,249.840002
032_15,-1.865706,1.165822,128.519998
032_16,-2.186793,2.111761,136.079997
032_17,0.232053,2.207839,208.800015
032_18,-2.384178,0.166718,135.000000
032_19,-2.584155,0.940555,31.680000
032_20,-2.618397,2.528556,174.600005
032_21,-1.030168,2.549756,154.080001
032_22,-0.261321,2.486305,121.320004
032_23,-1.902394,2.434953,303.479998
032_24,0.451793,0.129550,215.279996
032_25,-1.263592,-0.789580,244.440007
032_26,0.945036,1.401073,136.799998
032_27,0.794203,-1.016534,332.279992
032_28,-2.739596,-0.785566,227.159994
032_29,-0.266114,-1.067325,245.880010
032_30,1.015184,2.512668,142.559999
032_31,0.792837,0.576030,215.279996
033_0,0.000000,0.000000,105.480005
033_1,0.221018,0.547038,99.000002
033_2,-0.595526,0.661399,44.280001
033_3,-1.158614,-0.162833,240.479994
033_4,0.121253,1.153645,140.039999
033_5,-1.059537,0.563366,137.879995
033_6,-1.402713,1.354584,174.239999
033_7,0.332457,-0.425526,113.760005
033_8,-0.404812,1.245884,69.840002
033_9,-1.409539,-0.513030,53.640001
033_10,-1.719637,0.625897,142.920005
033_11,-0.058980,1.688970,234.720004
033_12,-0.457232,1.833859,82.080000
033_13,-1.619296,1.798410,115.919999
033_14,-2.239740,-0.642235,249.840002
033_15,-1.865706,1.165822,128.519998
033_16,-2.186793,2.111761,136.079997
033_17,0.232053,2.207839,208.800015
033_18,-2.384178,0.166718,135.000000
033_19,-2.584155,0.940555,31.680000
033_20,-2.618397,2.528556,174.600005
033_21,-1.030168,2.549756,154.080001
033_22,-0.261321,2.486305,121.320004
033_23,-1.902394,2.434953,303.479998
033_24,0.451793,0.129550,215.279996
033_25,0.453222,2.570348,62.279997
033_26,-0.715970,-0.795165,109.439996
033_27,0.633019,0.611299,349.560006
033_28,0.880698,2.710511,196.560001
033_29,0.920579,1.887467,186.839998
033_30,-2.709469,-0.575915,163.800005
033_31,0.690566,-0.666872,200.519993
033_32,0.324468,-0.998609,110.520004
034_0,0.000000,0.000000,105.480005
034_1,0.221018,0.547038,99.000002
034_2,-0.595526,0.661399,44.280001
034_3,-1.158614,-0.162833,240.479994
034_4,0.121253,1.153645,140.039999
034_5,-1.059537,0.563366,137.879995
034_6,-1.402713,1.354584,174.239999
034_7,0.332457,-0.425526,113.760005
034_8,-0.404812,1.245884,69.840002
034_9,-1.409539,-0.513030,53.640001
034_10,-1.719637,0.625897,142.920005
034_11,-0.058980,1.688970,234.720004
034_12,-0.457232,1.833859,82.080000
034_13,-1.619296,1.798410,115.919999
034_14,-2.239740,-0.642235,249.840002
034_15,-1.865706,1.165822,128.519998
034_16,-2.186793,2.111761,136.079997
034_17,0.232053,2.207839,208.800015
034_18,-2.384178,0.166718,135.000000
034_19,-2.584155,0.940555,31.680000
034_20,-2.618397,2.528556,174.600005
034_21,-1.030168,2.549756,154.080001
034_22,-0.261321,2.486305,121.320004
034_23,-1.902394,2.434953,303.479998
034_24,0.451793,0.129550,215.279996
034_25,0.453222,2.570348,62.279997
034_26,-0.888612,-0.745634,118.080003
034_27,0.309017,-0.951057,295.559993
034_28,0.819668,0.687783,192.960005
034_29,0.861595,2.132523,185.399995
034_30,1.143750,1.104507,95.039999
034_31,0.902330,2.777085,214.920001
034_32,-0.299746,-0.922525,125.640002
034_33,-2.631011,-1.171402,352.439990
035_0,0.000000,0.000000,105.480005
035_1,0.221018,0.547038,99.000002
035_2,-0.595526,0.661399,44.280001
035_3,-1.158614,-0.162833,240.479994
035_4,0.121253,1.153645,140.039999
035_5,-1.059537,0.563366,137.879995
035_6,-1.402713,1.354584,174.239999
035_7,0.332457,-0.425526,113.760005
035_8,-0.404812,1.245884,69.840002
035_9,-1.409539,-0.513030,53.640001
035_10,-1.719637,0.625897,142.920005
035_11,-0.058980,1.688970,234.720004
035_12,-0.457232,1.833859,82.080000
035_13,-1.619296,1.798410,115.919999
035_14,-2.239740,-0.642235,249.840002
035_15,-1.865706,1.165822,128.519998
035_16,-2.186793,2.111761,136.079997
035_17,0.232053,2.207839,208.800015
035_18,-2.384178,0.166718,135.000000
035_19,-2.584155,0.940555,31.680000
035_20,-2.618397,2.528556,174.600005
035_21,-1.030168,2.549756,154.080001
035_22,-0.261321,2.486305,121.320004
035_23,-1.902394,2.434953,303.479998
035_24,0.451793,0.129550,215.279996
035_25,0.453222,2.570348,62.279997
035_26,-0.888612,-0.745634,118.080003
035_27,0.568278,0.548780,325.799990
035_28,-2.875754,-0.611260,228.240001
035_29,0.877608,2.701001,191.879997
035_30,0.719340,-0.694658,141.119996
035_31,-0.650000,-1.125833,273.599997
035_32,1.040099,1.542010,140.039999
035_33,1.056399,0.224545,189.720004
035_34,-1.950511,-1.218814,253.080003
036_0,0.000000,0.000000,105.480005
036_1,0.221018,0.547038,99.000002
036_2,-0.595526,0.661399,44.280001
036_3,-1.158614,-0.162833,240.479994
036_4,0.121253,1.153645,140.039999
036_5,-1.059537,0.563366,137.879995
036_6,-1.402713,1.354584,174.239999
036_7,0.332457,-0.425526,113.760005
036_8,-0.404812,1.245884,69.840002
036_9,-1.409539,-0.513030,53.640001
036_10,-1.719637,0.625897,142.920005
036_11,-0.058980,1.688970,234.720004
036_12,-0.457232,1.833859,82.080000
036_13,-1.619296,1.798410,115.919999
036_14,-2.239740,-0.642235,249.840002
036_15,-1.865706,1.165822,128.519998
036_16,-2.186793,2.111761,136.079997
036_17,0.232053,2.207839,208.800015
036_18,-2.384178,0.166718,135.000000
036_19,-2.584155,0.940555,31.680000
036_20,-2.618397,2.528556,174.600005
036_21,-1.030168,2.549756,154.080001
036_22,-0.261321,2.486305,121.320004
036_23,-1.902394,2.434953,303.479998
036_24,0.451793,0.129550,215.279996
036_25,0.453222,2.570348,62.279997
036_26,-0.888612,-0.745634,118.080003
036_27,0.568278,0.548780,325.799990
036_28,-2.777939,-0.590469,216.719999
036_29,0.712146,-0.687712,218.519998
036_30,-0.302837,-0.932035,130.319996
036_31,0.125434,-1.193426,276.480002
036_32,1.187986,2.435732,124.920001
036_33,-1.950511,-1.218814,251.999996
036_34,1.089295,0.153090,198.360000
036_35,0.995000,1.723391,196.560001
037_0,0.000000,0.000000,105.480005
037_1,0.221018,0.547038,99.000002
037_2,-0.595526,0.661399,44.280001
037_3,-1.158614,-0.162833,240.479994
037_4,0.121253,1.153645,140.039999
037_5,-1.059537,0.563366,137.879995
037_6,-1.402713,1.354584,174.239999
037_7,0.332457,-0.425526,113.760005
037_8,-0.404812,1.245884,69.840002
037_9,-1.409539,-0.513030,53.640001
037_10,-1.719637,0.625897,142.920005
037_11,-0.058980,1.688970,234.720004
037_12,-0.457232,1.833859,82.080000
037_13,-1.619296,1.798410,115.919999
037_14,-2.239740,-0.642235,249.840002
037_15,-1.865706,1.165822,128.519998
037_16,-2.186793,2.111761,136.079997
037_17,0.232053,2.207839,208.800015
037_18,-2.384178,0.166718,135.000000
037_19,-2.584155,0.940555,31.680000
037_20,-2.618397,2.528556,174.600005
037_21,-1.030168,2.549756,154.080001
037_22,-0.261321,2.486305,121.320004
037_23,-1.902394,2.434953,303.479998
037_24,0.451793,0.129550,215.279996
037_25,0.453222,2.570348,62.279997
037_26,-0.888612,-0.745634,118.080003
037_27,0.568278,0.548780,325.799990
037_28,-2.777939,-0.590469,216.719999
037_29,0.704953,-0.680765,216.360004
037_30,0.854103,2.113979,164.880002
037_31,-0.412067,-1.019902,288.360000
037_32,1.200540,1.536621,125.999998
037_33,-0.713670,2.862372,293.399999
037_34,1.297579,2.660430,115.560004
